SalePrice,OverallQual,GrLivArea,GarageCars,ExterQual,GarageArea,TotalBsmtSF,1stFlrSF,BsmtQual,KitchenQual,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,MasVnrArea,GarageYrBlt,Fireplaces,GarageFinish,GarageType,HeatingQC,BsmtFinSF1,Foundation,LotFrontage,WoodDeckSF,2ndFlrSF,OpenPorchSF,HalfBath,BsmtExposure,LotArea,LotShape,CentralAir,GarageCond,Electrical,PavedDrive,BsmtFullBath,RoofStyle,BsmtUnfSF,SaleCondition,Neighborhood,GarageQual,HouseStyle,BedroomAbvGr,MSZoning
222000,6,1680,2,Gd,540,880,1680,Gd,Gd,2,5,1988,2007,260.0,1988.0,1,Fin,Attchd,Ex,808,CBlock,,292,0,44,0,No,21695,IR1,Y,TA,SBrkr,Y,1,Hip,72,Normal,Crawfor,TA,1Story,3,RL
194500,7,1232,2,Gd,632,1232,1232,Gd,Gd,2,6,2007,2007,82.0,2007.0,0,RFn,Attchd,Ex,724,PConc,64.0,132,0,0,0,Av,7314,Reg,Y,TA,SBrkr,Y,1,Gable,508,Normal,CollgCr,TA,1Story,2,RL
110000,5,1776,3,TA,888,1584,1776,TA,TA,2,9,1958,1958,95.0,1968.0,0,Unf,Detchd,TA,0,CBlock,85.0,0,0,25,0,No,11475,Reg,Y,TA,SBrkr,Y,1,Gable,1584,Abnorml,NAmes,TA,1Story,4,RL
103000,4,1208,2,TA,539,780,848,TA,TA,1,5,1925,1950,0.0,1962.0,0,Unf,Detchd,TA,152,CBlock,52.0,0,0,23,0,No,6240,Reg,Y,TA,FuseA,Y,0,Gable,628,Normal,IDOTRR,TA,1.5Fin,2,RM
236500,8,1616,2,Gd,608,1595,1616,Gd,Gd,2,5,1995,1996,0.0,1995.0,1,RFn,Attchd,Ex,1180,PConc,39.0,237,0,152,0,No,5389,IR1,Y,TA,SBrkr,Y,1,Gable,415,Normal,StoneBr,TA,1Story,2,RL
187500,7,1146,2,Gd,438,868,1146,Ex,Gd,2,6,2003,2003,442.0,2003.0,1,Fin,Attchd,Ex,786,PConc,73.0,160,0,22,0,Av,9590,IR1,Y,TA,SBrkr,Y,1,Gable,82,Normal,Timber,TA,SLvl,3,RL
222500,7,2031,2,Gd,541,1153,1153,Gd,Gd,2,8,1998,1999,202.0,1998.0,1,Fin,Attchd,Ex,252,PConc,75.0,192,878,84,1,Av,11404,IR1,Y,TA,SBrkr,Y,0,Gable,901,Normal,CollgCr,TA,2Story,3,RL
131400,5,1144,1,TA,264,864,1144,TA,TA,1,6,1961,1983,0.0,1961.0,1,RFn,Attchd,Ex,594,CBlock,80.0,165,0,0,0,No,10000,Reg,Y,TA,SBrkr,Y,1,Hip,270,Normal,Sawyer,TA,1Story,3,RL
108000,5,948,1,TA,300,948,948,TA,TA,1,6,1968,1968,0.0,1968.0,0,Unf,Attchd,TA,0,PConc,,147,0,0,0,No,8978,IR1,Y,TA,SBrkr,Y,0,Gable,948,Family,Sawyer,TA,1Story,3,RL
163000,7,1768,2,TA,320,880,880,Gd,TA,1,6,1914,1970,0.0,1914.0,2,Unf,Detchd,Fa,390,BrkTil,60.0,0,888,341,1,Mn,10800,Reg,N,TA,SBrkr,N,0,Gable,490,Normal,OldTown,TA,2.5Unf,2,RM
93500,3,1040,2,TA,400,0,1040,,TA,2,6,1950,1950,0.0,1949.0,0,Unf,Detchd,Gd,0,CBlock,60.0,0,0,0,0,,8544,Reg,N,TA,FuseF,Y,0,Gable,0,Normal,NAmes,TA,1Story,2,RL
239900,8,1801,3,Gd,800,893,901,Gd,Gd,2,8,2005,2005,0.0,2005.0,1,Fin,Attchd,Ex,0,PConc,72.0,0,900,116,1,No,10463,IR1,Y,TA,SBrkr,Y,0,Gable,893,Normal,Gilbert,TA,2Story,3,RL
179000,5,1200,0,TA,0,1200,1200,Gd,TA,3,5,1987,1988,0.0,,0,,,TA,1200,CBlock,60.0,120,0,0,0,Gd,10800,Reg,Y,,SBrkr,Y,3,Gable,0,Alloca,Edwards,,1Story,3,RL
190000,7,1728,2,Gd,572,864,864,Gd,Gd,2,7,2004,2004,0.0,2004.0,0,RFn,Attchd,Ex,0,PConc,65.0,187,864,56,1,No,9313,IR1,Y,TA,SBrkr,Y,0,Gable,864,Normal,CollgCr,TA,2Story,3,RL
132000,5,1432,2,TA,360,264,768,Fa,TA,2,7,1910,2002,0.0,1910.0,0,Unf,Detchd,Ex,0,BrkTil,60.0,270,664,0,0,No,9600,Reg,Y,Gd,SBrkr,Y,0,Gable,264,Abnorml,OldTown,TA,2Story,2,RM
142000,6,912,1,TA,288,912,912,TA,Gd,1,5,1961,1996,0.0,1962.0,0,Unf,Detchd,Gd,832,CBlock,65.0,168,0,0,0,Mn,6768,IR1,Y,TA,SBrkr,Y,1,Hip,80,Normal,Sawyer,TA,1Story,3,RL
179000,7,1349,2,TA,539,1349,1349,Gd,TA,2,6,2000,2001,108.0,2000.0,0,Unf,Attchd,Ex,0,PConc,65.0,120,0,55,0,No,8450,Reg,Y,TA,SBrkr,Y,0,Gable,1349,Normal,SawyerW,TA,1Story,3,RL
175000,5,1464,2,TA,480,520,1464,Gd,TA,2,6,1963,1999,0.0,1997.0,1,RFn,Attchd,Ex,444,CBlock,70.0,302,0,0,0,Av,12886,IR1,Y,TA,SBrkr,Y,0,Gable,76,Normal,Sawyer,TA,SLvl,3,RL
180000,8,1337,2,Gd,462,1337,1337,Gd,Gd,2,5,1993,1993,0.0,1993.0,1,RFn,Attchd,Gd,733,PConc,41.0,96,0,0,0,No,5395,IR1,Y,TA,SBrkr,Y,1,Gable,604,Normal,StoneBr,TA,1Story,2,RL
299800,8,2715,2,Ex,831,1142,1175,TA,Gd,3,11,1976,1996,289.0,1994.0,2,Fin,BuiltIn,Ex,575,CBlock,,0,1540,204,1,No,8963,IR1,Y,TA,SBrkr,Y,0,Hip,487,Normal,NWAmes,TA,2Story,4,RL
236000,7,2256,2,Gd,554,952,980,Gd,Gd,2,8,2000,2000,0.0,2000.0,1,Fin,BuiltIn,Ex,300,PConc,,224,1276,54,1,No,8795,IR1,Y,TA,SBrkr,Y,0,Gable,652,Normal,Gilbert,TA,2Story,4,RL
265979,7,2640,4,Gd,864,1240,1320,TA,Gd,1,8,1880,2003,0.0,1950.0,1,Unf,Detchd,TA,0,Stone,65.0,181,1320,0,1,No,11700,IR1,N,TA,SBrkr,N,0,Mansard,1240,Normal,OldTown,TA,2Story,4,RM
260400,7,1720,2,Gd,527,1720,1720,Gd,Gd,2,7,1996,1996,338.0,1996.0,1,Fin,Attchd,Ex,919,PConc,59.0,240,0,56,0,No,10593,IR1,Y,TA,SBrkr,Y,1,Hip,801,Normal,NoRidge,TA,1Story,3,RL
98000,4,1529,1,TA,240,0,1088,,TA,2,9,1945,1950,0.0,1945.0,0,Unf,Detchd,TA,0,Slab,50.0,92,441,0,0,,8405,Reg,N,TA,FuseF,N,0,Gable,0,Normal,Edwards,TA,1.5Fin,4,RL
96500,4,1140,0,TA,0,576,792,TA,TA,1,7,1910,2004,0.0,,0,,,Gd,0,BrkTil,55.0,0,348,160,0,No,8800,Reg,Y,,SBrkr,N,0,Gable,576,Normal,OldTown,,1.5Fin,3,RM
162000,7,1320,2,Gd,400,660,660,Gd,Gd,2,6,2003,2003,0.0,2003.0,0,Fin,Attchd,Ex,0,PConc,,0,660,48,1,No,7750,Reg,Y,TA,SBrkr,Y,0,Gable,660,Normal,Gilbert,TA,2Story,3,RL
217000,6,1494,2,TA,576,1479,1494,Gd,Gd,2,6,1997,1997,0.0,1997.0,0,RFn,Attchd,Ex,1200,PConc,79.0,168,0,27,0,Gd,9236,IR1,Y,TA,SBrkr,Y,1,Gable,279,Normal,CollgCr,TA,1Story,3,RL
275500,8,2098,3,Gd,878,1030,1038,Gd,Ex,2,8,2005,2005,178.0,2005.0,1,RFn,Attchd,Gd,0,PConc,80.0,192,1060,52,1,Mn,10240,Reg,Y,TA,SBrkr,Y,0,Gable,1030,Normal,NridgHt,TA,2Story,3,RL
156000,6,1026,2,TA,440,1026,1026,TA,Gd,1,5,1969,2005,0.0,1969.0,0,RFn,Detchd,Gd,439,CBlock,61.0,171,0,48,0,No,7930,Reg,Y,TA,SBrkr,Y,1,Gable,115,Normal,NAmes,TA,1Story,3,RL
172500,6,1471,2,TA,440,729,742,Gd,TA,2,6,1999,1999,894.0,1999.0,0,Unf,Detchd,Gd,381,PConc,34.0,0,729,24,1,No,3230,Reg,Y,TA,SBrkr,Y,0,Gable,348,Normal,Somerst,TA,2Story,3,FV
212000,8,1768,2,Gd,578,866,866,Gd,Gd,2,7,2007,2007,0.0,2007.0,0,RFn,Attchd,Ex,20,PConc,68.0,144,902,105,1,Av,10769,IR1,Y,TA,SBrkr,Y,0,Gable,846,Normal,CollgCr,TA,2Story,3,RL
158900,6,1386,2,TA,440,672,672,TA,TA,2,6,1978,1978,328.0,1978.0,1,Fin,Attchd,TA,438,CBlock,,335,714,0,1,Mn,11616,IR1,Y,TA,SBrkr,Y,0,Hip,234,Abnorml,Sawyer,TA,2Story,3,RL
179400,7,1501,2,TA,440,744,757,Gd,TA,2,6,1999,1999,360.0,1999.0,0,Unf,Detchd,Gd,549,PConc,24.0,0,744,0,1,No,2280,Reg,Y,TA,SBrkr,Y,0,Gable,195,Normal,Somerst,TA,2Story,3,FV
290000,8,2531,3,Gd,752,1318,1328,Gd,Gd,2,9,1995,1995,513.0,1995.0,1,RFn,Attchd,Ex,56,PConc,65.0,222,1203,98,1,Av,12257,IR1,Y,TA,SBrkr,Y,0,Gable,1198,Normal,NoRidge,TA,2Story,4,RL
127500,6,864,1,TA,300,864,864,TA,TA,1,5,1959,1959,0.0,2008.0,0,Unf,Detchd,Ex,612,CBlock,70.0,0,0,0,0,No,9100,Reg,Y,Ex,SBrkr,Y,0,Hip,252,Normal,NAmes,Ex,1Story,2,RL
100000,5,1301,2,TA,440,1145,1301,TA,Fa,1,5,1924,1950,0.0,1965.0,0,Unf,Detchd,TA,405,PConc,60.0,0,0,0,0,Mn,6911,Reg,Y,TA,SBrkr,Y,0,Gable,740,Normal,BrkSide,TA,1Story,2,RM
215200,7,1547,2,TA,614,756,764,Gd,Gd,2,7,2009,2009,0.0,2009.0,0,Unf,Attchd,Ex,24,PConc,72.0,169,783,45,1,Mn,8640,Reg,Y,TA,SBrkr,Y,0,Gable,732,Normal,Somerst,TA,2Story,3,FV
337000,8,2365,3,Gd,856,1252,1268,Gd,Gd,2,8,1999,1999,673.0,1999.0,1,RFn,Attchd,Ex,1163,PConc,82.0,0,1097,128,1,Mn,9430,Reg,Y,TA,SBrkr,Y,1,Gable,89,Normal,NoRidge,TA,2Story,3,RL
270000,8,1494,2,Gd,481,1494,1494,Gd,Ex,1,6,1995,1996,0.0,1995.0,1,Fin,Attchd,Ex,437,PConc,30.0,0,0,30,1,Av,9549,IR1,Y,TA,SBrkr,Y,1,Hip,0,Normal,Veenker,TA,1Story,2,RL
264132,9,1506,2,Gd,592,1498,1506,Gd,Ex,2,6,2008,2008,284.0,2008.0,1,Fin,Attchd,Ex,0,PConc,75.0,0,0,174,0,No,14587,IR1,Y,TA,SBrkr,Y,0,Gable,1498,Partial,Somerst,TA,1Story,2,RL
196500,7,1714,2,TA,496,980,980,Gd,TA,2,7,1988,1988,42.0,1988.0,1,Unf,Attchd,TA,394,CBlock,80.0,228,734,66,1,No,10421,Reg,Y,TA,SBrkr,Y,0,Gable,586,Normal,NWAmes,TA,2Story,3,RL
160000,6,1750,1,TA,423,983,983,Gd,TA,2,7,1940,1985,0.0,1989.0,0,Unf,Attchd,Ex,660,CBlock,75.0,245,767,0,0,Mn,12508,IR1,Y,TA,SBrkr,Y,1,Gable,323,Normal,Mitchel,TA,1.5Fin,4,RL
216837,7,1836,2,Gd,484,1860,1836,Gd,Gd,2,8,2004,2005,0.0,2004.0,1,Fin,Attchd,Ex,24,PConc,70.0,120,0,33,0,No,9100,Reg,Y,TA,SBrkr,Y,0,Hip,1836,Normal,CollgCr,TA,1Story,3,RL
538000,8,3279,3,Ex,841,1650,1690,Gd,Ex,3,12,2003,2003,603.0,2003.0,1,Fin,BuiltIn,Ex,1416,PConc,47.0,503,1589,36,1,Gd,53504,IR2,Y,TA,SBrkr,Y,1,Hip,234,Normal,StoneBr,TA,2Story,4,RL
134900,5,858,2,TA,576,858,858,Gd,TA,1,5,1982,1982,0.0,1983.0,0,Unf,Detchd,TA,685,CBlock,,120,0,0,0,Av,7252,IR1,Y,TA,SBrkr,Y,1,Hip,173,Normal,Sawyer,TA,SFoyer,2,RL
102000,4,1220,2,TA,396,836,1220,Fa,TA,1,6,1951,1951,0.0,1951.0,0,Unf,Detchd,TA,836,CBlock,67.0,0,0,0,0,No,8877,Reg,Y,TA,FuseF,Y,0,Gable,0,Normal,Edwards,TA,1Story,2,RL
107000,6,1117,2,TA,672,1029,1117,TA,TA,1,6,1976,1976,0.0,1976.0,1,Unf,Detchd,TA,422,CBlock,94.0,144,0,0,0,Av,7819,Reg,Y,TA,SBrkr,Y,1,Gable,480,Abnorml,Edwards,TA,SLvl,3,RL
114500,5,912,1,TA,275,912,912,TA,TA,1,5,1958,1958,1.0,1958.0,0,RFn,Attchd,Ex,456,CBlock,70.0,0,0,0,0,No,10150,Reg,Y,TA,FuseA,Y,0,Gable,456,Normal,NAmes,TA,1Story,2,RL
395000,8,1973,3,Gd,895,1935,1973,Gd,Gd,2,9,2006,2006,375.0,2006.0,1,Fin,Attchd,Gd,0,PConc,110.0,315,0,45,0,Av,14226,Reg,Y,TA,SBrkr,Y,0,Hip,1935,Partial,NridgHt,TA,1Story,3,RL
162000,6,1204,2,TA,412,1204,1204,Ex,TA,2,5,1998,1998,320.0,1998.0,0,Fin,Attchd,Ex,866,PConc,32.0,0,0,247,0,No,4500,Reg,Y,TA,SBrkr,Y,1,Hip,338,Normal,Mitchel,TA,1Story,2,RM
221500,7,1614,3,Gd,865,1614,1614,Gd,Gd,2,7,2005,2006,240.0,2005.0,0,RFn,Attchd,Ex,20,PConc,86.0,144,0,59,0,Av,11210,IR1,Y,TA,SBrkr,Y,0,Gable,1594,Partial,CollgCr,TA,1Story,3,RL
142500,5,894,2,TA,440,864,894,TA,TA,1,5,1974,1974,0.0,1974.0,1,Unf,Attchd,TA,762,CBlock,100.0,241,0,0,0,No,13350,IR1,Y,TA,SBrkr,Y,1,Hip,102,Normal,Sawyer,TA,1Story,3,RL
144000,5,2020,2,TA,630,0,2020,,TA,2,10,1977,1977,320.0,1977.0,2,Unf,Detchd,TA,0,Slab,60.0,0,0,0,0,,8400,Reg,Y,TA,SBrkr,Y,0,Gable,0,Normal,SawyerW,TA,1Story,4,RH
135000,6,1004,2,TA,504,975,1004,Gd,TA,1,4,1977,1977,90.0,1977.0,0,Unf,Attchd,TA,975,CBlock,78.0,0,0,0,0,Gd,10530,Reg,Y,TA,SBrkr,Y,1,Gable,0,Normal,Mitchel,TA,SFoyer,2,RL
176000,7,1253,2,TA,402,1237,1253,Gd,TA,2,6,1995,1996,38.0,1995.0,1,Fin,Attchd,Gd,0,PConc,63.0,220,0,21,0,No,7875,Reg,Y,TA,SBrkr,Y,0,Gable,1237,Normal,Gilbert,TA,1Story,3,RL
175900,6,1603,2,Gd,484,761,810,Gd,Gd,2,7,1992,1992,0.0,1992.0,0,RFn,Attchd,Ex,387,PConc,65.0,0,793,124,1,No,7153,Reg,Y,TA,SBrkr,Y,0,Gable,374,Normal,SawyerW,TA,2Story,3,RL
187100,7,1430,2,Gd,605,1413,1430,Gd,Gd,2,6,2001,2002,0.0,2001.0,0,RFn,Attchd,Ex,0,PConc,67.0,0,0,33,0,No,16285,IR2,Y,TA,SBrkr,Y,0,Gable,1413,Normal,CollgCr,TA,1Story,3,RL
165500,5,1110,2,TA,602,1097,1110,Gd,Gd,1,4,1978,1978,104.0,1978.0,1,Fin,Attchd,Ex,1097,PConc,,303,0,30,0,Av,9101,IR1,Y,TA,SBrkr,Y,1,Gable,0,Normal,Mitchel,TA,SFoyer,1,RL
128000,6,1484,0,TA,0,742,742,TA,TA,2,9,1914,2001,0.0,,1,,,Ex,0,CBlock,35.0,0,742,291,0,No,6300,Reg,Y,,SBrkr,Y,0,Gable,742,Normal,OldTown,,2.5Unf,3,RM
161500,6,1342,2,TA,457,1372,1342,TA,TA,2,7,1967,1967,0.0,1967.0,1,Unf,Attchd,TA,251,CBlock,,0,0,0,0,No,9790,Reg,Y,TA,SBrkr,Y,0,Gable,491,Normal,NWAmes,TA,1Story,3,RL
139000,5,1652,1,TA,416,686,966,Fa,TA,2,7,1915,1950,0.0,1961.0,0,Unf,Detchd,TA,686,PConc,60.0,0,686,0,0,No,10800,Reg,Y,TA,SBrkr,Y,1,Gable,0,Normal,OldTown,TA,1.5Fin,4,RM
233000,7,2084,2,Gd,618,956,956,Gd,Gd,2,8,2004,2004,0.0,2004.0,0,RFn,BuiltIn,Ex,656,PConc,76.0,0,1128,45,1,No,10142,IR1,Y,TA,SBrkr,Y,1,Gable,300,Normal,SawyerW,TA,2Story,4,RL
107900,4,901,1,TA,281,901,901,TA,TA,1,4,1954,2000,0.0,1954.0,0,Unf,Detchd,Ex,0,CBlock,50.0,0,0,0,0,No,6000,Reg,Y,TA,SBrkr,Y,0,Gable,901,Normal,OldTown,Fa,1Story,2,RM
187500,6,2087,2,TA,444,832,976,TA,Gd,2,9,1966,2007,157.0,1966.0,0,Fin,Attchd,Gd,568,CBlock,,133,1111,168,1,Gd,12205,IR1,Y,TA,SBrkr,Y,0,Gable,264,Normal,ClearCr,TA,2Story,5,RL
160200,7,1145,2,Gd,397,1145,1145,Gd,Gd,2,5,2005,2006,11.0,2005.0,1,Fin,Attchd,Ex,16,PConc,43.0,100,0,16,0,No,3182,Reg,Y,TA,SBrkr,Y,0,Gable,1129,Normal,Blmngtn,TA,1Story,2,RL
146800,6,1062,2,TA,539,1029,1062,Gd,TA,1,5,1976,1976,0.0,1976.0,2,RFn,Attchd,TA,539,PConc,,120,0,0,0,Av,11333,IR1,Y,TA,SBrkr,Y,1,Gable,490,Normal,Mitchel,TA,SLvl,3,RL
269790,7,2013,2,Gd,455,1117,1127,Gd,TA,2,8,1996,1997,0.0,1997.0,1,Unf,Attchd,Ex,862,PConc,92.0,180,886,130,1,Av,9920,IR1,Y,TA,SBrkr,Y,1,Gable,255,Normal,NoRidge,TA,2Story,3,RL
225000,8,1496,2,Gd,474,1496,1496,Gd,Gd,2,7,2007,2007,140.0,2007.0,0,Fin,Attchd,Ex,0,PConc,76.0,168,0,130,0,Av,9158,Reg,Y,TA,SBrkr,Y,0,Gable,1496,Partial,Somerst,TA,1Story,3,RL
194500,7,1895,2,Gd,409,712,1086,Gd,Gd,2,7,1994,1996,0.0,1994.0,1,Fin,Attchd,Ex,0,PConc,,143,809,46,1,No,10832,IR1,Y,TA,SBrkr,Y,0,Gable,712,Normal,Gilbert,TA,2Story,3,RL
171000,6,1564,2,TA,476,650,888,Gd,TA,2,7,1980,1981,130.0,1980.0,1,Unf,Attchd,TA,0,CBlock,70.0,0,676,50,1,No,8400,Reg,Y,TA,SBrkr,Y,0,Gable,650,Normal,SawyerW,TA,2Story,3,RL
143500,6,1285,2,TA,528,660,1285,TA,TA,1,7,1977,1977,148.0,1977.0,1,RFn,Attchd,Ex,0,CBlock,71.0,138,0,0,1,No,8197,Reg,Y,TA,SBrkr,Y,0,Gable,660,Normal,Sawyer,TA,1Story,3,RL
110000,5,773,1,TA,240,773,773,TA,TA,1,4,1953,1953,0.0,1953.0,0,Unf,Attchd,Gd,570,CBlock,57.0,0,0,0,0,No,7677,Reg,Y,TA,SBrkr,Y,0,Gable,203,Abnorml,NAmes,TA,1Story,2,RL
485000,9,3140,3,Ex,820,1926,1966,Ex,Ex,3,11,2008,2009,860.0,2009.0,2,Fin,BuiltIn,Ex,0,PConc,104.0,144,1174,78,1,No,13518,Reg,Y,TA,SBrkr,Y,0,Hip,1926,Partial,NridgHt,TA,2Story,4,RL
175000,5,1768,1,TA,240,731,981,Gd,Gd,1,7,1937,1950,252.0,1939.0,2,Unf,Detchd,Ex,569,BrkTil,60.0,0,787,0,1,No,7200,Reg,Y,TA,SBrkr,Y,1,Gable,162,Normal,SWISU,TA,1.5Fin,3,RL
200000,6,1688,2,TA,603,616,616,Gd,Gd,2,8,1997,1997,0.0,1997.0,0,RFn,Attchd,Gd,462,PConc,79.0,403,1072,114,1,Gd,12798,IR1,Y,TA,SBrkr,Y,1,Gable,154,Normal,ClearCr,TA,2Story,4,RL
109900,4,1196,2,TA,440,1196,1196,TA,TA,1,5,1916,1990,0.0,1957.0,0,Unf,Detchd,Ex,197,CBlock,40.0,0,0,0,0,No,4800,Reg,Y,TA,FuseA,Y,1,Gable,999,Normal,IDOTRR,TA,1Story,2,RM
189000,7,1456,2,Gd,410,728,728,Gd,Gd,2,7,2005,2005,0.0,2005.0,1,Fin,Attchd,Ex,648,PConc,63.0,36,728,18,1,Av,8199,Reg,Y,TA,SBrkr,Y,1,Gable,80,Normal,CollgCr,TA,2Story,3,RL
582933,9,2822,3,Ex,1020,1734,1734,Ex,Ex,3,12,2008,2009,424.0,2009.0,1,RFn,BuiltIn,Ex,0,PConc,107.0,52,1088,170,1,Gd,13891,Reg,Y,TA,SBrkr,Y,0,Hip,1734,Partial,NridgHt,TA,2Story,4,RL
118000,5,1128,1,TA,286,936,1128,TA,TA,1,5,1954,1954,0.0,1954.0,0,Unf,Attchd,TA,812,CBlock,75.0,0,0,0,0,No,9000,Reg,Y,TA,SBrkr,Y,0,Gable,124,Family,NAmes,TA,1Story,2,RL
227680,7,1428,2,Gd,554,1417,1428,Gd,Ex,2,6,2008,2008,256.0,2008.0,0,RFn,Attchd,Ex,0,PConc,91.0,0,0,60,0,No,12274,IR1,Y,TA,SBrkr,Y,0,Gable,1417,Partial,Somerst,TA,1Story,3,RL
135500,5,980,1,TA,384,980,980,TA,TA,2,6,1967,1967,0.0,1967.0,0,Fin,Attchd,Gd,400,PConc,75.0,68,0,0,0,Av,9750,Reg,Y,TA,SBrkr,Y,0,Gable,100,Normal,NAmes,TA,SLvl,3,RL
223500,5,1576,2,TA,528,1324,1072,TA,Gd,1,6,1923,2004,0.0,1923.0,1,RFn,Attchd,Ex,1309,CBlock,144.0,0,504,312,1,Gd,21384,Reg,Y,TA,SBrkr,Y,2,Gable,15,Normal,BrkSide,TA,2Story,3,RL
159950,5,1086,2,TA,484,1024,1086,TA,TA,1,6,1966,1966,1047.0,1966.0,1,RFn,Attchd,TA,516,CBlock,85.0,0,0,0,0,Av,13400,Reg,Y,TA,SBrkr,Y,1,Gable,380,Normal,NAmes,TA,SLvl,3,RL
106000,5,2138,2,TA,360,849,1075,TA,TA,2,11,1898,1965,0.0,1910.0,0,Unf,Detchd,TA,0,PConc,90.0,40,1063,156,0,No,8100,Reg,N,Po,FuseA,N,0,Hip,849,Normal,OldTown,Fa,2.5Unf,2,RM
181000,6,1309,2,TA,484,1040,1309,TA,Gd,1,5,1974,1999,99.0,1974.0,1,RFn,Attchd,Fa,663,CBlock,78.0,265,0,0,1,No,10140,Reg,Y,TA,SBrkr,Y,1,Hip,0,Normal,NWAmes,TA,1Story,3,RL
144500,6,848,2,Gd,420,848,848,Gd,Gd,1,4,2004,2004,169.0,2004.0,1,Fin,Attchd,Ex,662,PConc,,140,0,0,0,Gd,4438,Reg,Y,TA,SBrkr,Y,1,Gable,186,Normal,CollgCr,TA,1Story,1,RM
55993,5,1044,2,Fa,504,540,1044,TA,Fa,1,4,1952,1952,0.0,1952.0,0,Unf,Basment,TA,0,CBlock,66.0,0,0,0,0,Av,8712,Reg,N,TA,FuseA,N,0,Hip,540,Alloca,IDOTRR,TA,1Story,2,C (all)
157900,6,1442,1,TA,301,1442,1442,TA,TA,1,7,1958,1958,243.0,1958.0,0,RFn,Attchd,Gd,608,CBlock,75.0,0,0,0,1,No,9750,Reg,Y,TA,SBrkr,Y,0,Gable,834,Normal,NAmes,TA,1Story,4,RL
116000,5,1250,1,TA,280,686,686,TA,Fa,1,7,1918,1950,0.0,1955.0,0,Unf,Detchd,Gd,0,BrkTil,45.0,207,564,0,1,No,8248,Reg,Y,TA,SBrkr,P,0,Gable,686,Normal,Edwards,TA,1.5Fin,3,RL
224900,7,1661,2,TA,598,1649,1661,Gd,Gd,2,6,1998,1998,442.0,1998.0,0,RFn,Attchd,Ex,0,PConc,48.0,0,0,34,0,No,12137,IR2,Y,TA,SBrkr,Y,0,Gable,1649,Normal,CollgCr,TA,1Story,3,RL
137000,5,1008,1,TA,275,1008,1008,TA,TA,1,4,1954,1954,0.0,1954.0,1,RFn,Attchd,Gd,486,CBlock,,0,0,0,0,No,11425,IR1,Y,TA,SBrkr,Y,0,Gable,522,Normal,NAmes,TA,1Story,2,RL
271000,8,1689,3,Gd,857,1568,1689,Gd,Gd,2,7,2002,2002,148.0,2002.0,2,RFn,Attchd,Ex,1218,PConc,,150,0,59,0,No,13265,IR1,Y,TA,SBrkr,Y,1,Hip,350,Normal,Mitchel,TA,1Story,3,RL
155000,6,1052,2,TA,440,1010,1052,TA,TA,1,6,1971,1971,80.0,1971.0,0,Unf,Attchd,Gd,504,CBlock,80.0,0,0,0,0,Av,8816,Reg,Y,TA,SBrkr,Y,1,Gable,506,Normal,ClearCr,TA,SLvl,3,RL
224000,7,1358,2,Gd,484,1358,1358,Gd,Gd,2,6,2009,2010,128.0,2010.0,1,RFn,Attchd,Ex,733,PConc,44.0,192,0,35,0,Mn,6371,IR1,Y,TA,SBrkr,Y,1,Gable,625,Partial,NridgHt,TA,1Story,2,RL
183000,7,1640,2,Gd,595,798,798,Gd,Gd,2,6,2003,2003,0.0,2003.0,0,RFn,Attchd,Ex,0,PConc,72.0,0,842,45,1,No,7226,IR1,Y,TA,SBrkr,Y,0,Gable,798,Normal,CollgCr,TA,2Story,3,RL
93000,4,936,2,Fa,576,936,936,Fa,TA,1,4,1953,1953,0.0,1974.0,0,Unf,Detchd,TA,0,CBlock,60.0,0,0,32,0,No,6000,Reg,N,TA,SBrkr,Y,0,Gable,936,Normal,OldTown,TA,1Story,2,RM
225000,7,1733,2,Gd,433,847,847,Gd,Gd,2,7,2003,2003,0.0,2003.0,1,Fin,BuiltIn,Ex,0,PConc,,100,886,48,1,Gd,12394,IR1,Y,TA,SBrkr,Y,0,Gable,847,Family,Gilbert,TA,2Story,3,RL
139500,6,1489,1,TA,240,778,944,TA,TA,2,7,1940,1950,0.0,1940.0,1,Unf,Detchd,TA,0,BrkTil,60.0,335,545,0,0,No,9900,Reg,Y,TA,SBrkr,Y,0,Gable,778,Normal,SWISU,TA,1.5Fin,3,RL
232600,8,1489,2,Gd,776,1489,1489,Gd,Gd,2,7,2006,2006,0.0,2006.0,1,RFn,Attchd,Ex,0,PConc,81.0,0,0,140,0,No,11216,Reg,Y,TA,SBrkr,Y,0,Gable,1489,Partial,Somerst,TA,1Story,3,FV
385000,10,2084,3,Ex,1220,2078,2084,Ex,Ex,2,7,2007,2008,816.0,2007.0,1,Fin,Attchd,Ex,1636,PConc,114.0,188,0,45,0,Av,14803,Reg,Y,TA,SBrkr,Y,1,Hip,442,Partial,NridgHt,TA,1Story,2,RL
109500,5,784,0,TA,0,784,784,TA,Gd,1,5,1924,1950,0.0,,0,,,Gd,784,BrkTil,50.0,0,0,0,0,No,6130,Reg,Y,,SBrkr,Y,1,Gable,0,Normal,BrkSide,,1.5Unf,2,RM
189000,7,1434,2,Gd,527,1454,1434,Gd,Gd,2,6,2001,2001,0.0,2001.0,1,RFn,Attchd,Ex,20,PConc,65.0,290,0,39,0,No,8529,IR1,Y,TA,SBrkr,Y,0,Gable,1434,Normal,SawyerW,TA,1Story,3,RL
