SalePrice,OverallQual,GrLivArea,GarageCars,ExterQual,GarageArea,TotalBsmtSF,1stFlrSF,BsmtQual,KitchenQual,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,MasVnrArea,GarageYrBlt,Fireplaces,GarageFinish,GarageType,HeatingQC,BsmtFinSF1,Foundation,LotFrontage,WoodDeckSF,2ndFlrSF
147000,5,1344,1,TA,468,672,672,TA,TA,1,6,1920,1997,0.0,1964.0,0,Unf,Detchd,Gd,456,CBlock,59.0,0,672
159000,6,1394,2,TA,514,1394,1394,Gd,TA,1,6,1963,1963,247.0,1963.0,2,RFn,Attchd,Gd,609,CBlock,,0,0
165000,6,1431,1,TA,296,1099,1431,Gd,TA,1,6,1962,1962,305.0,1962.0,1,RFn,Basment,Gd,371,CBlock,101.0,64,0
132000,5,1268,1,TA,244,1268,1268,TA,TA,1,7,1954,1954,200.0,1954.0,1,Fin,Attchd,Gd,540,PConc,78.0,0,0
162000,5,1287,2,TA,576,1063,1287,TA,Gd,1,7,1959,2006,0.0,1997.0,1,Fin,Detchd,Ex,72,CBlock,,364,0
172400,6,1664,2,TA,460,953,953,Gd,TA,2,7,2000,2000,0.0,2000.0,1,RFn,Attchd,Ex,0,PConc,,100,711
134432,4,1588,2,TA,680,0,1120,,TA,2,7,1959,1959,0.0,1991.0,1,Fin,Detchd,TA,0,CBlock,80.0,0,468
125000,6,752,1,TA,264,744,752,Gd,TA,1,4,1984,1984,0.0,1984.0,0,Unf,Attchd,TA,623,CBlock,50.0,353,0
123000,5,1319,1,TA,270,608,1319,TA,TA,1,5,1953,1953,0.0,1953.0,0,Unf,Attchd,TA,428,PConc,79.0,66,0
219500,7,1928,2,Gd,434,847,847,Gd,Gd,2,8,2003,2004,0.0,2003.0,1,Fin,BuiltIn,Ex,0,PConc,65.0,100,1081
61000,1,904,0,Fa,0,683,904,Fa,Fa,0,4,1922,1950,0.0,,0,,,Gd,350,BrkTil,,0,0
148000,5,914,2,Gd,576,870,914,Gd,TA,1,5,1996,1996,0.0,1998.0,0,Unf,Detchd,Ex,298,PConc,57.0,0,0
340000,8,2466,2,Gd,610,1580,1580,Gd,Gd,3,8,2004,2005,0.0,2004.0,1,RFn,Attchd,Ex,0,PConc,102.0,159,886
394432,9,1856,3,Gd,834,1856,1856,Ex,Ex,1,8,2010,2010,350.0,2010.0,1,Fin,Attchd,Ex,1445,PConc,88.0,113,0
179000,6,1800,2,TA,463,982,1007,Gd,TA,2,7,2000,2000,16.0,2000.0,1,Fin,Attchd,Ex,0,PConc,60.0,100,793
127000,5,1691,1,TA,308,1026,1026,TA,Gd,2,6,1924,1950,0.0,1924.0,1,Unf,Detchd,TA,218,BrkTil,50.0,0,665
187750,7,1301,2,Gd,572,1293,1301,Gd,Gd,2,5,2006,2006,0.0,2006.0,1,RFn,Attchd,Ex,0,PConc,60.0,216,0
213500,7,1797,2,Gd,639,939,939,Gd,Gd,2,8,2006,2006,0.0,2006.0,0,RFn,Attchd,Ex,0,PConc,79.0,144,858
76000,6,784,2,TA,360,784,784,Fa,TA,1,5,1928,1950,0.0,1950.0,0,Unf,Detchd,TA,0,BrkTil,60.0,0,0
240000,6,1953,2,Gd,501,1580,1079,Gd,Gd,2,9,1992,1992,0.0,1992.0,2,Fin,Attchd,Ex,985,PConc,,216,874
192000,8,1269,2,Gd,430,1256,1269,Gd,Gd,2,6,2004,2005,16.0,2004.0,1,Fin,Attchd,Ex,24,PConc,43.0,146,0
81000,5,1184,0,TA,0,658,658,TA,TA,1,8,1910,1996,0.0,,0,,,TA,0,PConc,58.0,0,526
125000,6,1125,1,TA,352,1041,1125,TA,TA,1,6,1976,1976,255.0,1977.0,1,Unf,Detchd,Ex,631,CBlock,72.0,296,0
191000,7,1479,2,Gd,577,1468,1479,Gd,Gd,2,6,1999,2000,125.0,1999.0,0,RFn,Attchd,Ex,0,PConc,93.0,120,0
426000,10,2332,3,Ex,846,1682,1742,Ex,Ex,2,9,2007,2008,272.0,2008.0,1,Fin,BuiltIn,Ex,1280,PConc,96.0,196,590
119000,5,1367,1,TA,384,861,961,TA,TA,1,7,1900,1950,0.0,1978.0,0,Unf,Detchd,Ex,241,BrkTil,50.0,0,406
215000,6,1961,2,TA,560,804,804,Ex,Gd,2,7,2001,2002,0.0,2001.0,1,Fin,BuiltIn,Ex,690,PConc,71.0,125,1157
106500,5,882,1,TA,294,0,882,,TA,1,5,1959,1959,0.0,1959.0,0,RFn,Attchd,TA,0,Slab,,0,0
100000,4,788,0,TA,0,788,788,TA,TA,1,4,1941,1950,0.0,,2,,,TA,266,CBlock,,0,0
109000,5,1034,1,TA,240,735,735,TA,TA,1,5,1940,1950,0.0,1940.0,0,Unf,Detchd,Gd,0,CBlock,60.0,0,299
129000,5,1144,1,TA,596,1144,1144,TA,TA,1,6,1956,1956,0.0,1956.0,0,Unf,Attchd,TA,739,CBlock,68.0,44,0
123000,5,894,2,TA,600,894,894,TA,TA,1,6,1972,1972,0.0,1985.0,0,RFn,Detchd,TA,777,CBlock,60.0,215,0
169500,5,1812,1,TA,264,864,876,TA,TA,2,8,1962,1962,288.0,1962.0,1,RFn,Attchd,TA,540,CBlock,69.0,0,936
67000,5,1077,1,TA,338,961,1077,Fa,TA,1,6,1920,1950,0.0,1920.0,0,Unf,Detchd,Gd,0,BrkTil,60.0,0,0
241000,7,1550,2,Gd,438,1092,1112,Gd,Gd,2,7,2006,2007,100.0,2007.0,0,Fin,Attchd,Ex,812,PConc,65.0,0,438
245500,8,1288,2,Gd,500,1260,1288,Gd,Ex,1,4,1996,1996,0.0,1996.0,2,Fin,Attchd,Ex,786,PConc,38.0,120,0
164990,7,1310,2,Gd,400,1310,1310,Gd,Gd,2,6,2005,2005,0.0,2005.0,1,Fin,Attchd,Ex,24,PConc,65.0,0,0
108000,5,672,1,TA,240,672,672,TA,TA,1,4,1940,1997,0.0,1940.0,0,Unf,Detchd,Ex,0,PConc,60.0,168,0
258000,8,2263,2,Gd,420,1141,1165,Gd,Gd,2,10,1998,1998,650.0,1998.0,1,Fin,BuiltIn,Gd,0,PConc,93.0,144,1098
168000,6,1572,2,TA,373,806,806,Gd,TA,2,7,1995,1996,0.0,1995.0,1,Fin,BuiltIn,Gd,0,PConc,,0,766
150000,4,1620,2,TA,490,1281,1620,TA,TA,2,8,1976,1993,0.0,1993.0,1,Unf,Attchd,Ex,1116,CBlock,,120,0
115000,6,1639,1,TA,240,1064,1166,TA,TA,1,6,1936,1950,0.0,1936.0,0,Unf,Detchd,Ex,0,BrkTil,51.0,0,0
177000,6,1680,1,TA,308,840,840,Gd,TA,2,8,1915,1976,0.0,1960.0,0,Unf,Attchd,Ex,0,BrkTil,63.0,0,840
280000,7,2172,3,Gd,947,1063,1071,Ex,Gd,2,9,2006,2006,350.0,2006.0,1,RFn,Attchd,Ex,0,PConc,109.0,192,1101
339750,8,2078,3,Gd,836,1034,1050,Ex,Ex,2,8,2007,2008,100.0,2008.0,1,Fin,Attchd,Ex,789,PConc,85.0,0,1028
60000,5,1276,1,TA,350,1276,1276,TA,TA,1,5,1958,1958,0.0,1958.0,0,Unf,Attchd,TA,0,CBlock,68.0,0,0
145000,5,1056,2,TA,572,1056,1056,TA,TA,1,5,1955,1955,0.0,1955.0,0,Fin,Attchd,TA,1056,CBlock,100.0,264,0
222000,7,1478,2,Ex,484,1470,1478,Ex,Gd,2,7,2009,2009,432.0,2009.0,1,Fin,Attchd,Ex,578,PConc,,0,0
115000,5,1028,2,TA,360,1008,1028,TA,TA,1,5,1927,1950,0.0,1927.0,1,Unf,Detchd,Gd,0,CBlock,56.0,0,0
228000,7,2097,3,Gd,678,1080,1080,Gd,Gd,2,9,1993,1993,0.0,1993.0,1,Unf,Attchd,Ex,50,PConc,59.0,196,1017
181134,7,1340,2,Gd,396,1340,1340,Gd,Gd,2,6,2007,2007,0.0,2007.0,0,Fin,Attchd,Ex,24,PConc,73.0,100,0
149500,6,1400,2,TA,440,672,672,TA,TA,1,6,1978,1978,203.0,1978.0,1,Fin,Attchd,TA,209,CBlock,74.0,0,728
239000,6,2624,3,TA,864,1370,1370,Gd,TA,2,10,1918,1950,0.0,1918.0,1,Unf,Detchd,TA,1128,BrkTil,86.0,0,1254
126000,5,1134,1,TA,240,756,756,TA,TA,1,7,1940,1950,0.0,1940.0,0,Unf,Detchd,Fa,312,BrkTil,60.0,0,378
142000,5,1056,1,TA,304,1056,1056,TA,TA,1,6,1968,1968,0.0,1968.0,1,Unf,Attchd,Ex,775,CBlock,65.0,0,0
206300,7,1344,4,TA,784,1344,1344,Gd,TA,2,8,1997,1998,200.0,1997.0,0,Fin,Attchd,Ex,1309,PConc,78.0,0,0
215000,6,1602,2,Gd,529,1602,1602,Gd,Gd,2,8,1977,2000,126.0,1977.0,1,Fin,Attchd,Gd,1246,CBlock,,240,0
113000,5,988,2,TA,520,988,988,TA,TA,1,4,1954,1954,0.0,1954.0,0,RFn,Attchd,Ex,0,CBlock,100.0,0,0
315000,8,2630,3,Gd,696,1470,1470,Gd,Gd,2,8,1998,1998,473.0,1998.0,1,Fin,Attchd,Gd,986,PConc,80.0,0,1160
139000,6,1196,1,TA,297,1196,1196,Gd,TA,1,6,1956,1956,74.0,1956.0,1,RFn,Attchd,Gd,616,CBlock,72.0,0,0
135000,7,1389,1,TA,240,651,707,TA,TA,1,6,1946,1992,0.0,1947.0,2,Unf,Detchd,Gd,0,CBlock,60.0,0,682
275000,7,1644,2,Gd,569,1518,1644,Gd,Gd,2,5,1989,1989,145.0,1989.0,1,Fin,Attchd,Gd,1518,PConc,,80,0
109008,4,907,1,TA,352,907,907,TA,TA,1,5,1957,1957,0.0,1964.0,0,Unf,Detchd,Ex,288,CBlock,77.0,0,0
195400,7,1208,2,Gd,628,1208,1208,Gd,Gd,2,6,2007,2007,108.0,2007.0,0,RFn,Attchd,Ex,664,PConc,64.0,105,0
175000,6,1412,2,TA,576,1392,1412,Gd,Gd,2,6,1988,1988,0.0,1988.0,1,Unf,Attchd,TA,1005,CBlock,130.0,0,0
85400,6,987,1,TA,264,483,483,TA,TA,1,4,1971,1971,232.0,1971.0,0,Unf,Detchd,TA,387,CBlock,21.0,0,504
79900,6,1198,0,TA,0,901,1088,TA,TA,1,7,1920,1998,0.0,,0,,,Gd,0,BrkTil,60.0,0,110
122500,5,1365,2,TA,440,765,765,TA,TA,1,6,1971,1971,376.0,1971.0,0,Unf,Detchd,Ex,471,CBlock,24.0,240,600
181000,6,1604,2,TA,470,926,926,Gd,TA,2,7,1997,1998,0.0,1997.0,1,Fin,Attchd,Ex,0,PConc,100.0,0,678
81000,4,630,0,TA,0,630,630,Gd,TA,1,3,1972,1972,0.0,,0,,,Gd,495,CBlock,21.0,88,0
212000,7,1661,2,Gd,550,799,827,Gd,Gd,2,6,1996,1996,0.0,1996.0,1,RFn,Attchd,Ex,385,PConc,43.0,158,834
116000,6,1118,2,TA,440,648,734,Fa,TA,1,6,1920,1950,0.0,1990.0,0,Unf,Detchd,TA,0,BrkTil,40.0,0,384
119000,6,904,1,Gd,180,884,904,TA,TA,1,4,1926,2004,0.0,1926.0,0,Unf,Detchd,Gd,0,PConc,50.0,0,0
90350,5,694,1,TA,352,440,694,TA,Gd,1,4,1913,2002,0.0,1990.0,1,Unf,Detchd,TA,365,PConc,40.0,0,0
110000,6,1196,2,TA,528,684,684,TA,Gd,1,7,1920,2000,0.0,2005.0,0,Unf,Detchd,Gd,0,BrkTil,67.0,0,512
555000,10,2402,3,Ex,672,3094,2402,Ex,Ex,2,10,2008,2008,200.0,2008.0,2,Fin,Attchd,Ex,1767,PConc,105.0,0,0
118000,4,1440,0,TA,0,1440,1440,TA,Fa,2,8,1955,1955,270.0,,0,,,TA,133,CBlock,92.0,0,0
162900,5,1573,2,TA,360,1078,1128,TA,TA,2,8,1930,1992,0.0,1930.0,1,Unf,Detchd,TA,0,PConc,52.0,0,445
172500,7,1258,3,Gd,648,1258,1258,Ex,Gd,2,6,2006,2007,72.0,2007.0,1,Fin,Attchd,Ex,0,PConc,53.0,144,0
210000,7,1908,2,Gd,493,915,933,Gd,Gd,2,8,1994,1995,0.0,1994.0,1,Unf,Attchd,Ex,642,PConc,70.0,144,975
127500,6,1689,2,TA,480,1436,1689,TA,TA,1,7,1956,1956,0.0,1956.0,1,Unf,Attchd,Fa,0,CBlock,73.0,0,0
190000,6,1888,2,Gd,578,1517,1888,TA,Gd,2,6,1966,2002,0.0,1966.0,1,Fin,Attchd,Ex,247,CBlock,137.0,0,0
199900,7,1886,2,Gd,431,930,956,Gd,Gd,2,10,1998,1999,0.0,1998.0,1,Fin,Attchd,Gd,0,PConc,,89,930
119500,6,1376,1,TA,198,780,780,TA,TA,2,7,1937,1950,0.0,1937.0,1,Unf,Detchd,TA,0,BrkTil,50.0,0,596
120000,3,1183,1,TA,308,649,679,TA,TA,1,6,1948,2002,0.0,1981.0,0,Unf,Detchd,Ex,331,CBlock,50.0,0,504
110000,6,813,1,TA,270,813,813,TA,Gd,1,5,1930,2005,0.0,1932.0,0,Unf,Detchd,Ex,0,BrkTil,70.0,0,0
280000,7,1533,2,TA,576,1533,1533,Gd,Gd,2,5,1975,1975,0.0,1975.0,2,Unf,Attchd,TA,655,CBlock,62.0,200,0
204000,6,1756,2,Gd,422,872,888,Ex,TA,2,7,1996,1997,42.0,1996.0,0,Fin,Attchd,Ex,742,PConc,,144,868
210000,8,1590,2,Gd,676,768,786,Gd,Gd,2,6,2008,2008,0.0,2008.0,0,RFn,Attchd,Ex,0,PConc,75.0,0,804
188000,5,1728,2,TA,560,1728,1728,TA,TA,2,8,1976,1976,0.0,1976.0,0,Unf,Detchd,TA,1606,CBlock,63.0,0,0
175500,7,1242,2,TA,528,1242,1242,TA,TA,1,6,1973,1973,320.0,1973.0,1,Unf,Attchd,Fa,916,CBlock,80.0,0,0
98000,5,1344,3,TA,513,624,624,TA,TA,1,7,1916,1950,0.0,1916.0,0,Unf,Detchd,Fa,0,BrkTil,34.0,0,720
256000,4,1663,2,TA,529,1364,1663,Gd,Gd,1,6,1954,1994,0.0,1954.0,2,Fin,Attchd,Ex,1116,CBlock,,224,0
161000,8,1666,1,TA,228,588,833,TA,Gd,1,7,1925,1996,0.0,1925.0,1,Unf,Detchd,Fa,0,PConc,,192,833
110000,5,1203,1,TA,352,709,979,TA,Gd,1,5,1950,1950,161.0,1950.0,1,Unf,Detchd,TA,185,CBlock,,0,224
263435,8,1935,2,Gd,552,832,832,Gd,TA,2,8,2009,2009,110.0,2009.0,0,Fin,BuiltIn,Ex,544,PConc,75.0,0,1103
155000,7,1135,2,Gd,576,560,575,Gd,Gd,1,6,1936,2007,0.0,1971.0,0,RFn,Detchd,Ex,350,PConc,60.0,256,560
62383,5,864,1,TA,360,864,864,TA,TA,1,5,1965,1965,0.0,1965.0,1,Unf,Detchd,Gd,553,CBlock,60.0,0,0
188700,6,1660,1,TA,240,715,849,TA,TA,1,6,1934,1995,0.0,1939.0,1,Unf,Detchd,Fa,326,CBlock,74.0,0,811
124000,5,1040,0,TA,0,1040,1040,Gd,TA,2,5,1978,1978,136.0,,0,,,TA,616,CBlock,60.0,0,0
178740,7,1414,2,Gd,398,1375,1414,Gd,Gd,2,6,2004,2004,18.0,2004.0,1,Fin,Attchd,Ex,0,PConc,,144,0
167000,7,1277,2,TA,526,1277,1277,TA,TA,1,5,1970,1970,0.0,1970.0,1,Unf,Attchd,TA,778,CBlock,85.0,0,0
146500,5,1644,1,TA,312,728,888,TA,Gd,1,7,1942,1995,224.0,1942.0,2,Unf,Attchd,Ex,386,CBlock,79.0,168,756
250000,8,1634,3,Gd,866,1626,1634,Gd,Gd,2,7,2006,2006,248.0,2006.0,1,RFn,Attchd,Ex,0,PConc,98.0,0,0
187000,6,1710,2,Gd,506,832,832,Gd,Gd,2,7,1993,1993,120.0,1993.0,0,RFn,Attchd,Ex,426,PConc,76.0,144,878
212000,8,1502,2,Gd,528,1488,1502,Gd,Gd,1,4,1985,1985,0.0,1985.0,0,RFn,Attchd,TA,368,PConc,,0,0
190000,7,1969,2,TA,534,808,1161,Gd,TA,2,8,1977,1977,0.0,1977.0,1,RFn,Attchd,TA,0,CBlock,92.0,0,808
148000,6,1072,2,TA,525,547,1072,Gd,TA,1,5,2005,2005,80.0,2005.0,0,RFn,Basment,Ex,459,PConc,35.0,0,0
440000,8,1976,3,Gd,908,1976,1976,Ex,Gd,2,7,2006,2007,304.0,2006.0,1,RFn,Attchd,Ex,1350,PConc,110.0,250,0
251000,8,1652,2,Gd,499,1494,1652,Gd,Ex,2,6,2000,2000,0.0,2000.0,0,RFn,Attchd,Ex,1196,PConc,41.0,96,0
132500,5,970,2,TA,624,970,970,TA,TA,1,5,1963,1963,0.0,1996.0,0,Unf,Detchd,TA,630,CBlock,80.0,0,0
208900,6,1493,2,TA,508,1478,1493,Gd,Gd,2,7,1997,1998,215.0,1997.0,1,Fin,Attchd,Ex,994,PConc,75.0,140,0
380000,9,2643,3,Ex,694,2153,2069,Gd,Ex,2,9,2006,2006,772.0,2006.0,1,Fin,BuiltIn,Ex,0,PConc,105.0,414,574
297000,8,1718,3,Gd,826,1705,1718,Ex,Gd,2,7,2007,2008,336.0,2007.0,1,RFn,Attchd,Ex,1288,PConc,79.0,208,0
89471,4,1131,2,TA,672,907,1131,Fa,TA,1,7,1937,2000,435.0,1995.0,0,Unf,Detchd,TA,168,BrkTil,50.0,0,0
326000,9,1850,3,Gd,772,1833,1850,Ex,Gd,2,8,2004,2005,378.0,2004.0,1,Fin,Attchd,Ex,1261,PConc,98.0,519,0
374000,9,1792,3,Gd,874,1792,1792,Ex,Ex,2,6,2003,2004,562.0,2003.0,1,Fin,Attchd,Ex,1567,PConc,72.0,206,0
155000,7,1826,1,Gd,164,910,916,TA,Ex,1,7,1915,2005,0.0,1915.0,1,Unf,Attchd,Ex,299,PConc,50.0,0,910
164000,6,1216,2,TA,402,1216,1216,Ex,TA,2,5,1998,1998,116.0,1998.0,0,Unf,Attchd,Ex,897,PConc,32.0,0,0
132500,5,999,1,TA,264,999,999,TA,Gd,1,6,1962,2001,0.0,1963.0,0,Unf,Detchd,Gd,588,CBlock,,0,0
147000,5,1113,1,Gd,264,1113,1113,TA,Gd,1,5,1950,2007,0.0,1950.0,1,Unf,Attchd,Gd,607,CBlock,80.0,0,0
156000,5,1073,2,TA,515,1073,1073,TA,TA,1,6,1965,1965,168.0,1965.0,0,RFn,Attchd,TA,836,CBlock,79.0,0,0
175000,5,1484,2,TA,487,1484,1484,Gd,TA,2,7,1971,1971,0.0,1971.0,1,Unf,Attchd,Gd,998,CBlock,70.0,224,0
160000,5,2414,2,TA,520,954,1766,TA,TA,2,10,1900,1970,0.0,1970.0,1,Unf,Attchd,TA,664,CBlock,60.0,142,648
86000,4,630,1,TA,286,630,630,Gd,Gd,1,3,1970,2002,0.0,1970.0,0,Unf,Attchd,TA,515,CBlock,21.0,0,0
115000,5,1304,1,TA,336,264,616,Gd,TA,1,4,1976,1976,0.0,1976.0,1,Fin,BuiltIn,TA,0,PConc,,141,688
133000,6,1578,1,TA,240,806,958,TA,Fa,1,5,1941,1950,0.0,1941.0,2,Unf,Attchd,TA,403,CBlock,79.0,0,620
172785,6,1456,2,Gd,429,728,728,Gd,TA,2,8,2006,2006,0.0,2006.0,0,RFn,Attchd,Gd,0,PConc,105.0,0,728
155000,5,1269,1,TA,308,1269,1269,TA,TA,1,6,1960,1960,0.0,1964.0,1,Unf,Detchd,TA,374,CBlock,70.0,0,0
91300,5,886,1,TA,273,190,886,Fa,TA,1,4,1938,1996,0.0,1938.0,0,Unf,Attchd,Gd,0,BrkTil,50.0,144,0
34900,4,720,0,TA,0,720,720,TA,TA,1,4,1920,1950,0.0,,0,,,TA,495,CBlock,60.0,0,0
430000,8,3228,2,Gd,546,3200,3228,Gd,Gd,3,10,1992,1993,0.0,1992.0,1,RFn,Attchd,Ex,1231,PConc,,264,0
184000,7,1820,1,TA,240,1026,1133,TA,TA,2,8,1925,1950,0.0,1925.0,0,Unf,Detchd,Ex,329,PConc,60.0,0,687
130000,5,899,1,TA,288,864,899,TA,Gd,1,5,1967,2004,89.0,1967.0,0,Fin,Attchd,Ex,450,PConc,65.0,64,0
120000,5,912,1,TA,297,912,912,TA,TA,1,5,1958,1985,0.0,1958.0,0,Fin,Attchd,Fa,111,CBlock,70.0,12,0
113000,6,1218,1,TA,264,672,672,TA,TA,1,7,1973,1973,285.0,1973.0,0,Unf,Detchd,TA,356,CBlock,21.0,144,546
226700,7,1768,2,Gd,603,866,866,Gd,Gd,2,7,2005,2005,0.0,2005.0,0,RFn,Attchd,Gd,400,PConc,75.0,0,902
140000,5,1214,2,TA,461,1214,1214,TA,TA,1,6,1965,1965,0.0,1965.0,0,Unf,Detchd,Ex,698,CBlock,70.0,0,0
289000,7,1801,2,TA,484,1501,1801,TA,TA,2,6,1959,1997,0.0,1959.0,2,Fin,Attchd,TA,1247,CBlock,100.0,0,0
147000,6,1322,2,TA,440,855,855,TA,TA,2,6,1974,1974,0.0,1974.0,1,Unf,Attchd,TA,257,CBlock,24.0,260,467
124500,5,1960,2,TA,400,960,960,TA,TA,2,10,1952,1952,360.0,1952.0,0,Unf,Detchd,Gd,0,CBlock,60.0,0,1000
215000,8,1911,2,Gd,471,777,1065,Gd,Gd,2,8,1993,1994,125.0,1993.0,1,RFn,Attchd,Ex,380,PConc,80.0,182,846
208300,6,1218,2,Gd,676,1218,1218,Gd,Gd,2,4,2009,2009,0.0,2009.0,0,Fin,Attchd,Ex,27,PConc,75.0,0,0
161000,7,1378,2,TA,360,689,689,TA,Gd,2,7,1928,2005,0.0,1928.0,1,Unf,Detchd,Ex,141,BrkTil,60.0,0,689
124500,5,1041,1,TA,270,1041,1041,TA,TA,1,6,1959,1959,132.0,1959.0,0,RFn,Attchd,Ex,991,CBlock,80.0,224,0
164900,5,1363,1,Gd,288,1008,1363,TA,TA,1,6,1951,2000,70.0,1951.0,2,Unf,CarPort,Ex,650,CBlock,75.0,324,0
202665,7,1368,2,Gd,474,1368,1368,Gd,Gd,2,6,2005,2006,94.0,2005.0,1,RFn,Attchd,Ex,0,PConc,40.0,132,0
129900,5,864,2,TA,624,864,864,TA,TA,1,5,1958,1958,0.0,1964.0,0,Unf,Detchd,TA,521,CBlock,70.0,0,0
134000,6,1080,2,TA,484,1084,1080,TA,TA,1,5,1983,1983,0.0,1983.0,0,Unf,Attchd,TA,336,PConc,71.0,120,0
96500,5,789,1,TA,200,768,789,TA,TA,1,5,1926,1950,0.0,1926.0,0,Unf,Detchd,Fa,0,BrkTil,55.0,0,0
402861,10,2020,3,Ex,900,2006,2020,Ex,Ex,2,9,2009,2009,305.0,2009.0,1,Fin,Attchd,Ex,1436,CBlock,94.0,156,0
158000,6,2119,2,TA,583,689,1378,TA,TA,2,7,1972,1972,333.0,1972.0,1,RFn,Attchd,TA,0,CBlock,,0,741
265000,7,2344,3,Gd,889,1264,1277,Gd,Gd,2,7,1996,1997,921.0,1996.0,1,RFn,Attchd,Ex,0,PConc,79.0,220,1067
211000,6,1796,2,TA,546,794,882,Gd,TA,2,7,1998,1998,0.0,1998.0,0,RFn,Attchd,Ex,706,PConc,,0,914
234000,7,2080,1,Gd,282,1276,1276,Gd,Gd,1,9,1926,2004,0.0,1926.0,2,Unf,Detchd,Ex,0,BrkTil,53.0,0,804
106250,4,1294,0,TA,0,0,694,,TA,2,7,1900,2000,0.0,,0,,,TA,0,BrkTil,60.0,220,600
150000,6,1244,1,TA,336,1244,1244,TA,TA,1,6,1957,1957,0.0,1957.0,2,Unf,Attchd,Ex,777,CBlock,90.0,0,0
159000,6,1664,2,TA,420,1004,1004,TA,TA,2,7,1947,1950,0.0,1950.0,2,Unf,Detchd,Ex,399,CBlock,50.0,0,660
184750,10,4676,3,Ex,884,3138,3138,Ex,Ex,3,11,2007,2008,762.0,2007.0,1,Fin,BuiltIn,Ex,2260,PConc,130.0,208,1538
315750,7,2398,3,Gd,834,1379,1383,Gd,Gd,2,8,1996,1997,594.0,1996.0,1,Fin,Attchd,Ex,719,PConc,95.0,239,1015
176000,7,1266,2,Gd,453,1257,1266,Gd,Gd,2,6,2005,2005,0.0,2005.0,1,Unf,Attchd,Ex,0,PConc,62.0,38,0
132000,5,928,1,TA,252,928,928,Gd,TA,1,4,1956,2000,0.0,1956.0,0,Unf,Attchd,TA,377,CBlock,70.0,261,0
446261,9,2713,3,Ex,858,1452,1476,Ex,Ex,2,11,2008,2008,268.0,2008.0,1,Fin,Attchd,Ex,1330,PConc,67.0,126,1237
86000,4,605,0,TA,0,528,605,TA,TA,1,5,1920,2002,0.0,,0,,,Ex,348,BrkTil,58.0,0,0
200624,6,2515,2,Gd,484,2035,2515,TA,TA,3,9,1957,1975,,1975.0,2,RFn,Attchd,TA,1219,PConc,,0,0
175000,6,1509,2,Gd,600,1461,1509,Gd,Gd,2,5,1988,1989,219.0,1988.0,1,RFn,Attchd,Ex,783,CBlock,85.0,224,0
128000,6,1362,2,TA,502,611,751,Fa,TA,2,6,1920,1999,0.0,1920.0,0,Fin,Detchd,Ex,0,BrkTil,60.0,0,611
107500,5,827,1,TA,392,0,827,,TA,1,5,1955,2007,0.0,1967.0,1,Unf,Detchd,Ex,0,Slab,60.0,0,0
39300,1,334,0,Fa,0,0,334,,Fa,1,2,1946,1950,0.0,,0,,,Fa,0,Slab,50.0,0,0
178000,8,1414,2,Gd,403,707,707,Ex,Gd,2,6,2004,2004,0.0,2004.0,1,Fin,Attchd,Ex,0,PConc,74.0,100,707
107500,5,1347,0,TA,0,1117,820,Gd,TA,1,5,1910,1991,0.0,,0,,,TA,969,CBlock,70.0,85,527
188000,7,1724,2,TA,527,880,880,Gd,Gd,2,8,1998,1999,0.0,1998.0,0,Fin,Attchd,Ex,0,PConc,57.0,120,844
111250,4,864,2,TA,576,864,864,TA,TA,1,5,1972,1972,0.0,1980.0,0,Unf,Detchd,TA,600,CBlock,,216,0
158000,5,1159,1,TA,336,1051,1159,TA,TA,1,7,1968,1968,188.0,1968.0,1,Unf,Attchd,TA,673,CBlock,,466,0
272000,8,1601,2,Gd,670,1581,1601,Gd,Gd,2,6,2001,2002,479.0,2001.0,1,RFn,Attchd,Ex,1358,PConc,,180,0
315000,9,1838,3,Ex,765,1838,1838,Ex,Ex,2,8,2006,2006,584.0,2006.0,1,Fin,Attchd,Ex,1260,PConc,85.0,270,0
248000,8,2285,3,Gd,648,969,997,Gd,Gd,2,8,2000,2000,72.0,2000.0,1,Fin,BuiltIn,Ex,0,PConc,,0,1288
213250,7,1680,2,Gd,583,1650,1680,Ex,Gd,2,7,1998,1999,0.0,1998.0,1,Fin,Attchd,Ex,144,PConc,78.0,78,0
133000,7,767,1,TA,367,723,767,Gd,TA,1,4,1998,1998,182.0,1998.0,0,Fin,Attchd,Ex,584,PConc,34.0,120,0
179665,7,1496,2,Gd,426,654,664,Gd,Gd,2,7,2006,2006,0.0,2006.0,1,RFn,Attchd,Ex,554,PConc,58.0,100,832
229000,7,2183,3,Gd,786,1204,1377,Gd,Gd,2,9,1988,1988,178.0,1988.0,0,Unf,Attchd,Gd,1002,PConc,,0,806
210000,6,1635,2,TA,440,1065,915,Gd,TA,1,6,1923,1950,0.0,1950.0,1,Unf,Detchd,Ex,300,BrkTil,70.0,0,720
129500,5,768,2,TA,624,768,768,Gd,TA,1,5,1970,1970,0.0,1987.0,0,Unf,Detchd,Ex,619,CBlock,54.0,104,0
125000,5,825,2,TA,720,825,825,TA,TA,1,4,1955,1995,0.0,1963.0,0,RFn,Detchd,TA,180,CBlock,49.0,140,0
