OverallQual,GrLivArea,GarageCars,ExterQual,GarageArea,TotalBsmtSF,BsmtQual,1stFlrSF,KitchenQual,FullBath,TotRmsAbvGrd,YearBuilt,GarageFinish,YearRemodAdd,GarageYrBlt,MasVnrArea,Fireplaces,HeatingQC,BsmtFinSF1,Foundation,GarageType,LotFrontage,WoodDeckSF,2ndFlrSF,OpenPorchSF,BsmtExposure,HalfBath,LotArea,LotShape,CentralAir,Electrical,PavedDrive,BsmtFullBath
5,816,1,TA,264,816,TA,816,TA,1,5,1982,Unf,1982,1982.0,0.0,0,TA,546,CBlock,Attchd,76.0,168,0,0,Gd,0,8314,Reg,Y,SBrkr,Y,0
7,1548,2,Gd,672,952,TA,952,Ex,2,5,1925,Unf,2007,1978.0,0.0,0,Gd,0,BrkTil,Detchd,55.0,74,596,0,No,1,7264,Reg,N,SBrkr,Y,0
7,1560,2,Gd,573,1560,Ex,1560,Gd,2,7,2003,Fin,2003,2003.0,0.0,0,Ex,0,PConc,Attchd,129.0,100,0,150,No,0,9196,IR1,Y,SBrkr,Y,0
4,864,2,TA,400,864,TA,864,TA,1,4,1951,Unf,1951,1951.0,0.0,0,Ex,120,CBlock,Detchd,140.0,0,0,0,No,0,19138,Reg,Y,SBrkr,Y,0
9,2121,3,Ex,732,2121,Ex,2121,Ex,2,8,2006,Fin,2007,2007.0,315.0,1,Ex,0,PConc,Attchd,107.0,124,0,98,Gd,1,14450,Reg,Y,SBrkr,Y,0
7,2022,2,TA,505,1160,Gd,1156,TA,2,8,1977,Fin,1977,1977.0,299.0,1,Ex,392,CBlock,Attchd,83.0,288,866,117,No,1,10005,Reg,Y,SBrkr,Y,0
7,1982,2,Gd,575,807,Gd,1175,Gd,2,7,1989,Fin,1989,1989.0,340.0,1,Gd,421,CBlock,Attchd,82.0,0,807,84,Av,1,11287,Reg,Y,SBrkr,Y,0
6,1262,2,Gd,572,1262,Gd,1262,Gd,2,5,2006,Fin,2006,2006.0,68.0,0,Gd,905,PConc,Attchd,60.0,0,0,120,No,0,7200,Reg,Y,SBrkr,Y,0
7,1314,2,Gd,626,1314,Gd,1314,Gd,2,6,2007,RFn,2008,2008.0,166.0,1,Ex,904,PConc,Attchd,34.0,172,0,62,No,0,5063,Reg,Y,SBrkr,Y,1
8,1468,3,Gd,898,1468,Gd,1468,Gd,2,6,2008,Fin,2009,2008.0,72.0,1,Ex,0,PConc,Attchd,74.0,210,0,150,No,0,9612,Reg,Y,SBrkr,Y,0
6,1575,2,Gd,529,1575,Gd,1575,Gd,2,5,1992,RFn,1992,1992.0,0.0,0,Gd,430,PConc,Attchd,50.0,0,0,0,No,0,8012,Reg,Y,SBrkr,Y,1
7,1250,2,Gd,528,625,Gd,625,Gd,2,5,2006,RFn,2007,2006.0,0.0,0,Ex,0,PConc,Detchd,35.0,0,625,54,No,1,4251,IR1,Y,SBrkr,Y,0
6,1734,2,TA,440,912,TA,1085,Gd,1,7,1962,RFn,1981,1962.0,0.0,1,TA,600,CBlock,Attchd,77.0,0,649,0,No,1,9786,IR1,Y,SBrkr,Y,0
4,858,0,TA,0,858,TA,858,TA,1,5,1971,,1971,,0.0,0,TA,614,CBlock,,,0,0,0,No,0,8125,IR1,Y,SBrkr,Y,0
5,900,1,TA,280,882,TA,900,TA,1,5,1967,Unf,1967,1970.0,31.0,0,TA,450,CBlock,Detchd,,0,0,0,No,0,9819,IR1,Y,SBrkr,Y,0
6,1396,1,TA,384,698,TA,698,TA,1,7,1915,Unf,2003,2003.0,0.0,0,Ex,0,BrkTil,Detchd,60.0,0,698,0,No,0,8730,Reg,Y,FuseA,Y,0
8,1919,2,Gd,685,1079,Gd,1079,Gd,2,8,2006,RFn,2006,2006.0,0.0,1,Ex,0,PConc,Attchd,120.0,0,840,51,Av,1,15611,Reg,Y,SBrkr,Y,0
5,1716,0,TA,0,780,TA,936,Fa,2,9,1912,,2000,,0.0,0,Ex,210,PConc,,55.0,0,780,184,No,0,5687,Reg,N,SBrkr,N,1
5,1716,1,TA,281,768,TA,1148,TA,1,8,1949,Unf,2008,1949.0,0.0,1,Gd,292,CBlock,Attchd,60.0,0,568,0,No,1,11409,Reg,Y,SBrkr,Y,0
7,2263,2,TA,539,795,TA,1468,Gd,2,9,1977,Fin,1994,1977.0,34.0,1,Fa,795,CBlock,Attchd,,0,795,250,No,1,16659,IR1,Y,SBrkr,Y,1
6,1644,2,TA,418,1416,TA,1644,TA,1,7,1953,Fin,1953,1953.0,238.0,2,TA,1285,CBlock,Attchd,80.0,110,0,0,No,0,9600,Reg,Y,SBrkr,Y,1
6,1003,2,TA,588,1003,TA,1003,TA,1,6,1984,Unf,1984,1984.0,0.0,0,TA,819,CBlock,Detchd,37.0,120,0,0,Av,0,7937,IR1,Y,SBrkr,Y,1
5,1558,1,TA,282,910,TA,910,TA,1,6,1950,Unf,1950,1950.0,0.0,0,TA,420,CBlock,Attchd,75.0,289,648,0,No,1,13710,Reg,Y,FuseA,Y,0
7,1950,2,Gd,576,975,Gd,975,Gd,2,7,1997,RFn,1998,1997.0,1600.0,1,Ex,649,PConc,Detchd,66.0,0,975,10,No,1,7399,IR1,Y,SBrkr,Y,0
6,1743,2,Gd,539,702,TA,1041,TA,1,7,1968,Unf,1968,1968.0,365.0,1,Gd,384,CBlock,Attchd,90.0,224,702,0,No,2,11700,Reg,Y,SBrkr,Y,0
6,1152,1,TA,300,1092,TA,1152,Gd,1,6,1950,Unf,2004,1950.0,0.0,1,Ex,0,CBlock,Attchd,80.0,0,0,36,No,0,14000,Reg,Y,SBrkr,Y,0
5,1336,1,TA,375,1165,TA,1336,TA,1,5,1953,Unf,1953,1953.0,56.0,2,TA,841,CBlock,Attchd,90.0,0,0,0,Mn,0,15750,Reg,Y,SBrkr,Y,1
8,2452,2,Gd,683,1028,Gd,1210,Gd,2,9,1998,Fin,1999,1998.0,0.0,1,Ex,281,PConc,BuiltIn,66.0,208,1242,50,No,1,16226,IR3,Y,SBrkr,Y,0
7,1541,3,Gd,843,1541,Gd,1541,Gd,2,6,2001,RFn,2002,2001.0,150.0,1,Ex,0,PConc,Attchd,118.0,468,0,81,No,0,13704,IR1,Y,SBrkr,Y,0
5,894,2,TA,552,894,TA,894,TA,1,5,1972,Unf,1972,1975.0,0.0,0,TA,894,PConc,Attchd,70.0,256,0,0,No,0,9800,Reg,Y,SBrkr,Y,1
7,3493,3,TA,870,1470,TA,1675,Gd,3,10,1880,Unf,2002,2003.0,0.0,1,Ex,0,BrkTil,Attchd,87.0,302,1818,0,No,0,18386,Reg,Y,SBrkr,Y,0
8,2000,3,Gd,888,2000,Gd,2000,Gd,2,8,2004,Fin,2005,2004.0,246.0,0,Ex,1464,PConc,Attchd,80.0,168,0,0,No,0,10386,Reg,Y,SBrkr,Y,1
7,2243,3,Gd,746,700,Gd,1122,Gd,2,8,1990,RFn,1991,1990.0,246.0,1,Gd,700,CBlock,Attchd,116.0,127,1121,44,No,1,13474,Reg,Y,SBrkr,Y,1
6,1406,0,TA,0,319,TA,1035,Fa,1,6,1920,,1950,,0.0,0,TA,0,CBlock,,,0,371,144,No,0,7920,IR1,Y,FuseA,N,0
4,861,2,TA,539,861,TA,861,TA,1,4,1940,Unf,1950,1961.0,0.0,0,Ex,262,CBlock,Detchd,,158,0,0,No,0,12342,IR1,Y,SBrkr,Y,0
9,1944,3,Gd,708,1896,Ex,1944,Ex,2,8,2003,Fin,2004,2003.0,0.0,3,Ex,1274,PConc,Attchd,90.0,208,0,175,Gd,0,12378,IR1,Y,SBrkr,Y,1
6,1501,2,TA,420,697,Gd,697,Gd,2,6,1993,Fin,1994,1993.0,112.0,1,Gd,518,PConc,Attchd,,190,804,63,No,1,7685,IR1,Y,SBrkr,Y,0
6,972,1,TA,240,972,TA,972,TA,1,5,1948,Unf,2002,1948.0,0.0,1,Ex,680,CBlock,Detchd,50.0,0,0,0,No,0,8000,Reg,Y,SBrkr,Y,1
5,1118,2,TA,410,793,Gd,793,TA,1,5,1939,Unf,1950,1939.0,0.0,1,TA,507,CBlock,Detchd,65.0,0,325,0,Mn,0,7800,Reg,Y,SBrkr,Y,1
7,2036,2,TA,513,2136,Gd,2036,TA,2,8,1965,RFn,1965,1965.0,0.0,2,TA,1236,CBlock,Attchd,150.0,0,0,0,Gd,0,215245,IR3,Y,SBrkr,Y,2
7,1641,2,TA,546,728,TA,832,Ex,1,6,1925,Unf,1990,1925.0,0.0,1,Ex,16,BrkTil,Detchd,60.0,0,809,0,No,1,9600,Reg,Y,SBrkr,Y,0
7,1432,2,Gd,432,716,Gd,716,Gd,2,6,2004,Fin,2005,2004.0,0.0,1,Ex,425,PConc,Attchd,71.0,100,716,51,No,1,7795,IR1,Y,SBrkr,Y,1
7,2353,2,Gd,484,845,Gd,1153,Ex,2,10,1980,RFn,1980,1983.0,278.0,1,TA,692,CBlock,Attchd,94.0,288,1200,195,No,1,13005,IR1,Y,SBrkr,Y,1
8,1959,3,Gd,1025,1088,Gd,1088,Gd,2,8,2006,RFn,2006,2006.0,0.0,1,Ex,0,PConc,Attchd,75.0,208,871,46,Av,1,9000,Reg,Y,SBrkr,Y,0
7,2646,3,Gd,656,1347,Gd,1372,Gd,2,9,1993,RFn,1993,1993.0,256.0,1,Ex,987,PConc,Attchd,90.0,340,1274,60,Gd,1,9900,Reg,Y,SBrkr,Y,1
7,1472,2,TA,588,1372,Gd,1472,TA,2,6,1980,Unf,1980,1980.0,225.0,2,TA,1036,CBlock,Attchd,,233,0,48,Av,0,14115,Reg,Y,SBrkr,Y,1
9,2596,3,TA,840,1249,Ex,1249,Gd,3,9,2006,RFn,2006,2006.0,370.0,0,Ex,0,PConc,Attchd,111.0,240,1347,154,Av,1,16259,Reg,Y,SBrkr,Y,0
8,2468,3,Gd,872,1136,Ex,1136,Gd,2,10,2004,Fin,2004,2004.0,388.0,1,Ex,970,PConc,BuiltIn,99.0,184,1332,154,Av,1,12099,IR1,Y,SBrkr,Y,1
7,2730,2,Gd,576,1502,TA,1553,Gd,2,8,1986,Fin,1987,1987.0,172.0,1,Ex,28,CBlock,Attchd,86.0,201,1177,96,Gd,1,10380,IR1,Y,SBrkr,Y,1
3,1163,1,TA,220,1162,TA,1163,TA,1,6,1955,Unf,2005,1955.0,0.0,0,Ex,256,CBlock,Attchd,49.0,142,0,98,No,0,5820,Reg,Y,SBrkr,Y,1
7,2978,2,Gd,564,710,Gd,1898,Gd,2,11,1967,Fin,2007,1961.0,300.0,1,Ex,0,CBlock,BuiltIn,96.0,240,1080,0,No,1,11275,Reg,Y,SBrkr,Y,0
5,803,2,TA,360,720,TA,803,TA,1,5,1941,Unf,1950,1941.0,0.0,0,Po,116,CBlock,Detchd,50.0,0,0,0,Av,0,5000,Reg,N,FuseF,Y,0
8,1719,2,Gd,473,1719,Gd,1719,Gd,1,6,1993,Fin,1993,1993.0,0.0,2,Ex,1619,PConc,Attchd,32.0,122,0,30,Gd,1,10846,IR1,Y,SBrkr,Y,2
6,1383,1,TA,292,1383,TA,1383,TA,1,7,1960,RFn,1960,1960.0,175.0,0,TA,565,CBlock,Attchd,80.0,0,0,45,No,1,11600,Reg,Y,SBrkr,Y,0
6,2134,2,TA,441,844,TA,1445,Gd,2,10,1916,Unf,1994,1930.0,0.0,0,Gd,0,BrkTil,Detchd,,0,689,60,No,0,11888,IR1,N,FuseA,Y,0
5,1192,1,TA,189,596,TA,596,TA,1,6,1920,Unf,1950,1920.0,0.0,0,TA,0,PConc,Detchd,60.0,0,596,0,Mn,0,6402,Reg,N,SBrkr,N,0
5,1728,1,TA,352,1728,TA,1728,TA,2,10,1964,Unf,1964,2002.0,84.0,0,TA,40,CBlock,Detchd,,155,0,0,No,0,10624,IR1,Y,SBrkr,Y,0
5,1056,1,TA,308,1056,TA,1056,TA,1,6,1958,RFn,1992,1958.0,0.0,0,Fa,846,CBlock,Attchd,70.0,0,0,0,No,0,8176,Reg,Y,SBrkr,Y,1
8,1629,3,Gd,880,3206,Gd,1629,Gd,2,7,2003,RFn,2004,2003.0,296.0,1,Ex,1124,PConc,Attchd,85.0,0,0,0,No,0,10655,IR1,Y,SBrkr,Y,1
7,1358,2,Gd,484,1358,Gd,1358,Gd,2,6,2004,RFn,2004,2004.0,146.0,1,Ex,720,PConc,Attchd,59.0,192,0,30,Av,0,8198,Reg,Y,SBrkr,Y,1
6,1638,2,TA,472,943,Gd,943,TA,2,7,1998,Fin,1998,1998.0,0.0,2,Gd,828,PConc,Attchd,59.0,100,695,38,Gd,1,9042,IR1,Y,SBrkr,Y,1
5,1786,2,TA,529,1499,TA,1619,TA,2,7,1965,Fin,1965,1965.0,0.0,2,Ex,1249,CBlock,Attchd,,670,167,0,Gd,0,164660,IR1,Y,SBrkr,Y,2
9,1922,3,Gd,676,1922,Ex,1922,Gd,2,8,2005,Fin,2006,2005.0,200.0,1,Ex,1249,PConc,Attchd,86.0,178,0,51,Gd,0,14157,IR1,Y,SBrkr,Y,1
7,1536,2,Gd,532,1536,Gd,1536,Gd,2,7,2002,RFn,2003,2002.0,113.0,0,Ex,810,PConc,Attchd,70.0,192,0,74,Av,0,9135,Reg,Y,SBrkr,Y,1
7,1621,2,Gd,440,1208,Gd,1621,Gd,2,8,1984,RFn,1998,1984.0,0.0,0,Ex,213,CBlock,Attchd,91.0,108,0,45,Mn,0,14145,Reg,Y,SBrkr,Y,1
6,1215,1,TA,297,1215,TA,1215,TA,1,6,1958,Unf,1998,1958.0,176.0,0,TA,585,CBlock,Attchd,66.0,0,0,0,No,0,12400,IR1,Y,FuseA,Y,0
8,1908,2,Gd,431,967,Gd,993,Gd,2,9,2002,Fin,2002,2002.0,0.0,0,Ex,0,PConc,Attchd,85.0,135,915,0,No,1,14191,Reg,Y,SBrkr,Y,0
4,841,1,Fa,294,721,TA,841,TA,1,4,1950,Unf,1950,1950.0,0.0,0,Gd,0,CBlock,CarPort,60.0,250,0,0,No,0,8400,Reg,Y,SBrkr,N,0
3,1040,2,TA,400,0,,1040,TA,2,6,1949,Unf,1950,1949.0,340.0,0,Fa,0,Slab,Detchd,,0,0,0,,0,8544,Reg,N,FuseA,Y,0
9,1684,2,Ex,564,1684,Ex,1684,Ex,2,6,2005,RFn,2005,2005.0,616.0,1,Ex,28,PConc,Attchd,63.0,495,0,72,No,0,8849,IR1,Y,SBrkr,Y,0
5,1112,1,TA,336,536,Gd,536,TA,1,4,1976,Unf,1976,1976.0,0.0,0,TA,129,CBlock,Attchd,36.0,182,576,0,No,1,2592,Reg,Y,SBrkr,Y,0
6,1577,1,TA,312,972,TA,972,Fa,1,6,1939,Unf,1950,1939.0,0.0,1,Gd,0,BrkTil,Detchd,65.0,0,605,0,No,0,6435,Reg,Y,SBrkr,Y,0
6,958,1,TA,301,958,TA,958,TA,1,5,1960,RFn,1998,1960.0,0.0,0,TA,498,CBlock,Attchd,,0,0,0,Mn,0,12772,IR1,Y,SBrkr,Y,0
6,1478,2,TA,498,1478,TA,1478,TA,2,6,1960,Unf,1960,1960.0,30.0,2,Ex,1270,CBlock,Attchd,,0,0,40,No,0,17600,IR1,Y,FuseA,Y,1
7,1626,2,Gd,474,764,Gd,764,Gd,2,6,2003,RFn,2004,2003.0,106.0,0,Ex,573,PConc,BuiltIn,36.0,0,862,27,No,1,2448,Reg,Y,SBrkr,Y,1
9,2728,3,Ex,706,1848,Ex,1848,Ex,2,10,2005,Fin,2006,2006.0,870.0,2,Ex,1410,PConc,Attchd,56.0,0,880,0,No,1,20431,IR2,Y,SBrkr,Y,1
9,1869,2,Ex,617,1869,Ex,1869,Ex,2,6,2007,RFn,2007,2007.0,362.0,1,Ex,0,PConc,Attchd,68.0,210,0,54,No,0,7820,IR1,Y,SBrkr,Y,0
7,1453,2,TA,445,1453,Gd,1453,Gd,1,6,1986,RFn,1986,1986.0,0.0,1,Gd,1082,PConc,Attchd,,0,0,80,Gd,1,5271,IR1,Y,SBrkr,Y,1
5,1111,1,TA,200,616,TA,616,TA,1,5,1941,Unf,1950,1941.0,0.0,0,TA,236,CBlock,Detchd,60.0,48,495,0,Mn,0,9084,Reg,N,SBrkr,Y,0
6,720,2,TA,484,624,TA,720,TA,1,5,1928,Unf,2003,2005.0,0.0,0,Gd,0,BrkTil,Detchd,60.0,106,0,0,No,0,8520,Reg,Y,SBrkr,Y,0
6,1595,1,TA,240,940,TA,1192,TA,1,6,1940,Unf,2000,1940.0,0.0,2,Ex,388,CBlock,Attchd,60.0,0,403,0,No,0,8400,Reg,Y,SBrkr,Y,0
6,1200,2,Gd,521,1200,Gd,1200,Gd,2,6,1995,RFn,1995,1995.0,0.0,0,Ex,334,PConc,Attchd,105.0,0,0,26,No,0,11249,IR2,Y,SBrkr,Y,1
6,1167,2,TA,400,1158,Gd,1167,Gd,2,6,1992,RFn,1992,1992.0,106.0,0,Gd,560,PConc,Attchd,,120,0,26,No,0,9248,IR1,Y,SBrkr,Y,1
5,1142,2,TA,528,1142,Gd,1142,TA,1,6,1976,Fin,1976,1976.0,0.0,1,TA,874,PConc,Attchd,44.0,536,0,90,No,1,4224,Reg,Y,SBrkr,Y,1
5,1352,1,TA,288,1062,TA,1352,Gd,1,6,1958,Unf,1958,1958.0,120.0,0,Ex,300,CBlock,BuiltIn,92.0,168,0,0,Av,0,6930,IR1,Y,FuseF,Y,0
8,1924,2,Gd,592,1086,Gd,1086,Gd,2,7,1998,RFn,1998,1998.0,530.0,1,Ex,956,PConc,Attchd,78.0,208,838,75,Av,1,12011,IR1,Y,SBrkr,Y,1
6,912,2,TA,470,888,Gd,912,TA,1,5,1978,RFn,1978,1978.0,0.0,1,Ex,773,CBlock,Attchd,,0,0,0,Av,0,7540,IR1,Y,SBrkr,Y,1
5,1505,1,TA,240,883,TA,988,TA,1,8,1940,Unf,1982,1940.0,0.0,0,Gd,399,CBlock,Detchd,,0,517,0,No,0,9144,Reg,Y,SBrkr,N,1
7,1922,2,Gd,672,0,,495,Gd,3,7,2003,RFn,2003,2003.0,500.0,1,Ex,0,Slab,BuiltIn,64.0,0,1427,0,,0,7301,Reg,Y,SBrkr,Y,0
6,987,1,TA,264,483,TA,483,Gd,1,5,1972,Unf,2007,1972.0,510.0,0,Gd,162,CBlock,Detchd,21.0,250,504,0,No,1,1680,Reg,Y,SBrkr,Y,0
6,1574,2,TA,566,796,Gd,790,TA,2,6,1976,Fin,1976,1976.0,120.0,1,TA,712,PConc,Attchd,,306,784,111,Mn,1,18800,IR1,Y,SBrkr,Y,1
5,1344,1,TA,468,672,TA,672,TA,1,6,1920,Unf,1997,1964.0,0.0,0,Gd,456,CBlock,Detchd,59.0,0,672,128,No,0,10690,Reg,Y,FuseA,Y,0
6,1394,2,TA,514,1394,Gd,1394,TA,1,6,1963,RFn,1963,1963.0,247.0,2,Gd,609,CBlock,Attchd,,0,0,76,No,1,9500,IR1,Y,SBrkr,Y,1
6,1431,1,TA,296,1099,Gd,1431,TA,1,6,1962,RFn,1962,1962.0,305.0,1,Gd,371,CBlock,Basment,101.0,64,0,110,Gd,0,9150,IR1,Y,SBrkr,Y,0
5,1268,1,TA,244,1268,TA,1268,TA,1,7,1954,Fin,1954,1954.0,200.0,1,Gd,540,PConc,Attchd,78.0,0,0,98,No,0,7800,Reg,Y,SBrkr,Y,0
5,1287,2,TA,576,1063,TA,1287,Gd,1,7,1959,Fin,2006,1997.0,0.0,1,Ex,72,CBlock,Detchd,,364,0,17,No,0,9830,IR1,Y,SBrkr,Y,1
6,1664,2,TA,460,953,Gd,953,TA,2,7,2000,RFn,2000,2000.0,0.0,1,Ex,0,PConc,Attchd,,100,711,40,No,1,8121,IR1,Y,SBrkr,Y,0
4,1588,2,TA,680,0,,1120,TA,2,7,1959,Fin,1959,1991.0,0.0,1,TA,0,CBlock,Detchd,80.0,0,468,59,,0,17120,Reg,Y,SBrkr,N,0
6,752,1,TA,264,744,Gd,752,TA,1,4,1984,Unf,1984,1984.0,0.0,0,TA,623,CBlock,Attchd,50.0,353,0,0,No,0,7175,Reg,Y,SBrkr,Y,1
5,1319,1,TA,270,608,TA,1319,TA,1,5,1953,Unf,1953,1953.0,0.0,0,TA,428,PConc,Attchd,79.0,66,0,0,No,0,10634,Reg,Y,SBrkr,Y,1
7,1928,2,Gd,434,847,Gd,847,Gd,2,8,2003,Fin,2004,2003.0,0.0,1,Ex,0,PConc,BuiltIn,65.0,100,1081,48,No,1,8200,Reg,Y,SBrkr,Y,0
1,904,0,Fa,0,683,Fa,904,Fa,0,4,1922,,1950,,0.0,0,Gd,350,BrkTil,,,0,0,0,Gd,1,10020,IR1,N,FuseA,Y,1
5,914,2,Gd,576,870,Gd,914,TA,1,5,1996,Unf,1996,1998.0,0.0,0,Ex,298,PConc,Detchd,57.0,0,0,0,Av,0,8846,IR1,Y,SBrkr,Y,0
8,2466,2,Gd,610,1580,Gd,1580,Gd,3,8,2004,RFn,2005,2004.0,0.0,1,Ex,0,PConc,Attchd,102.0,159,886,214,No,0,11143,IR1,Y,SBrkr,Y,0
9,1856,3,Gd,834,1856,Ex,1856,Ex,1,8,2010,Fin,2010,2010.0,350.0,1,Ex,1445,PConc,Attchd,88.0,113,0,0,Av,1,11394,Reg,Y,SBrkr,Y,1
6,1800,2,TA,463,982,Gd,1007,TA,2,7,2000,Fin,2000,2000.0,16.0,1,Ex,0,PConc,Attchd,60.0,100,793,63,No,1,8123,IR1,Y,SBrkr,Y,0
5,1691,1,TA,308,1026,TA,1026,Gd,2,6,1924,Unf,1950,1924.0,0.0,1,TA,218,BrkTil,Detchd,50.0,0,665,0,No,0,5000,Reg,Y,SBrkr,Y,0
7,1301,2,Gd,572,1293,Gd,1301,Gd,2,5,2006,RFn,2006,2006.0,0.0,1,Ex,0,PConc,Attchd,60.0,216,0,121,No,0,7200,Reg,Y,SBrkr,Y,1
7,1797,2,Gd,639,939,Gd,939,Gd,2,8,2006,RFn,2006,2006.0,0.0,0,Ex,0,PConc,Attchd,79.0,144,858,53,Av,1,9245,IR1,Y,SBrkr,Y,0
6,784,2,TA,360,784,Fa,784,TA,1,5,1928,Unf,1950,1950.0,0.0,0,TA,0,BrkTil,Detchd,60.0,0,0,0,No,0,9000,Reg,N,FuseA,N,0
6,1953,2,Gd,501,1580,Gd,1079,Gd,2,9,1992,Fin,1992,1992.0,0.0,2,Ex,985,PConc,Attchd,,216,874,231,Av,1,53107,IR2,Y,SBrkr,Y,1
8,1269,2,Gd,430,1256,Gd,1269,Gd,2,6,2004,Fin,2005,2004.0,16.0,1,Ex,24,PConc,Attchd,43.0,146,0,20,No,0,3182,Reg,Y,SBrkr,Y,0
5,1184,0,TA,0,658,TA,658,TA,1,8,1910,,1996,,0.0,0,TA,0,PConc,,58.0,0,526,151,No,0,8410,Reg,Y,SBrkr,N,0
6,1125,1,TA,352,1041,TA,1125,TA,1,6,1976,Unf,1976,1977.0,255.0,1,Ex,631,CBlock,Detchd,72.0,296,0,0,Av,0,7200,Reg,Y,SBrkr,Y,1
7,1479,2,Gd,577,1468,Gd,1479,Gd,2,6,1999,RFn,2000,1999.0,125.0,0,Ex,0,PConc,Attchd,93.0,120,0,25,No,0,9382,IR1,Y,SBrkr,Y,0
10,2332,3,Ex,846,1682,Ex,1742,Ex,2,9,2007,Fin,2008,2008.0,272.0,1,Ex,1280,PConc,BuiltIn,96.0,196,590,134,Av,1,12474,Reg,Y,SBrkr,Y,1
5,1367,1,TA,384,861,TA,961,TA,1,7,1900,Unf,1950,1978.0,0.0,0,Ex,241,BrkTil,Detchd,50.0,0,406,130,No,0,8405,Reg,Y,SBrkr,Y,1
6,1961,2,TA,560,804,Ex,804,Gd,2,7,2001,Fin,2002,2001.0,0.0,1,Ex,690,PConc,BuiltIn,71.0,125,1157,192,No,1,12209,IR1,Y,SBrkr,Y,1
5,882,1,TA,294,0,,882,TA,1,5,1959,RFn,1959,1959.0,0.0,0,TA,0,Slab,Attchd,,0,0,0,,0,8339,IR1,Y,SBrkr,Y,0
4,788,0,TA,0,788,TA,788,TA,1,4,1941,,1950,,0.0,2,TA,266,CBlock,,,0,0,0,No,0,7446,Reg,Y,FuseA,Y,0
5,1034,1,TA,240,735,TA,735,TA,1,5,1940,Unf,1950,1940.0,0.0,0,Gd,0,CBlock,Detchd,60.0,0,299,39,No,0,10134,Reg,Y,FuseA,Y,0
5,1144,1,TA,596,1144,TA,1144,TA,1,6,1956,Unf,1956,1956.0,0.0,0,TA,739,CBlock,Attchd,68.0,44,0,0,Av,0,9571,Reg,Y,SBrkr,Y,1
5,894,2,TA,600,894,TA,894,TA,1,6,1972,RFn,1972,1985.0,0.0,0,TA,777,CBlock,Detchd,60.0,215,0,0,Av,0,7200,Reg,Y,SBrkr,Y,0
5,1812,1,TA,264,864,TA,876,TA,2,8,1962,RFn,1962,1962.0,288.0,1,TA,540,CBlock,Attchd,69.0,0,936,168,No,0,7590,Reg,Y,SBrkr,Y,0
5,1077,1,TA,338,961,Fa,1077,TA,1,6,1920,Unf,1950,1920.0,0.0,0,Gd,0,BrkTil,Detchd,60.0,0,0,0,No,0,8967,Reg,Y,Mix,N,0
7,1550,2,Gd,438,1092,Gd,1112,Gd,2,7,2006,Fin,2007,2007.0,100.0,0,Ex,812,PConc,Attchd,65.0,0,438,168,No,0,8125,Reg,Y,SBrkr,Y,1
8,1288,2,Gd,500,1260,Gd,1288,Ex,1,4,1996,Fin,1996,1996.0,0.0,2,Ex,786,PConc,Attchd,38.0,120,0,30,No,1,14963,IR2,Y,SBrkr,Y,1
7,1310,2,Gd,400,1310,Gd,1310,Gd,2,6,2005,Fin,2005,2005.0,0.0,1,Ex,24,PConc,Attchd,65.0,0,0,0,Av,0,8767,IR1,Y,SBrkr,Y,0
5,672,1,TA,240,672,TA,672,TA,1,4,1940,Unf,1997,1940.0,0.0,0,Ex,0,PConc,Detchd,60.0,168,0,0,No,0,10200,Reg,Y,SBrkr,N,0
8,2263,2,Gd,420,1141,Gd,1165,Gd,2,10,1998,Fin,1998,1998.0,650.0,1,Gd,0,PConc,BuiltIn,93.0,144,1098,123,No,1,12090,Reg,Y,SBrkr,Y,0
6,1572,2,TA,373,806,Gd,806,TA,2,7,1995,Fin,1996,1995.0,0.0,1,Gd,0,PConc,BuiltIn,,0,766,40,No,1,10364,IR1,Y,SBrkr,Y,0
4,1620,2,TA,490,1281,TA,1620,TA,2,8,1976,Unf,1993,1993.0,0.0,1,Ex,1116,CBlock,Attchd,,120,0,78,No,0,9991,IR1,Y,SBrkr,Y,1
6,1639,1,TA,240,1064,TA,1166,TA,1,6,1936,Unf,1950,1936.0,0.0,0,Ex,0,BrkTil,Detchd,51.0,0,0,0,No,0,10480,Reg,Y,FuseA,Y,0
6,1680,1,TA,308,840,Gd,840,TA,2,8,1915,Unf,1976,1960.0,0.0,0,Ex,0,BrkTil,Attchd,63.0,0,840,0,No,0,15576,Reg,Y,SBrkr,Y,0
7,2172,3,Gd,947,1063,Ex,1071,Gd,2,9,2006,RFn,2006,2006.0,350.0,1,Ex,0,PConc,Attchd,109.0,192,1101,62,No,1,14154,Reg,Y,SBrkr,Y,0
8,2078,3,Gd,836,1034,Ex,1050,Ex,2,8,2007,Fin,2008,2008.0,100.0,1,Ex,789,PConc,Attchd,85.0,0,1028,102,No,1,10800,Reg,Y,SBrkr,Y,1
5,1276,1,TA,350,1276,TA,1276,TA,1,5,1958,Unf,1958,1958.0,0.0,0,TA,0,CBlock,Attchd,68.0,0,0,0,No,0,9571,Reg,Y,FuseA,Y,0
5,1056,2,TA,572,1056,TA,1056,TA,1,5,1955,Fin,1955,1955.0,0.0,0,TA,1056,CBlock,Attchd,100.0,264,0,0,Mn,0,34650,Reg,N,SBrkr,Y,1
